district,state,latitude,longitude,soil_type,soil_n,soil_p,soil_k,soil_ph,soil_moisture,humidity,avg_temperature,seasonal_rainfall,climate_season,previous_crop,crop_name,crop_duration_days,crop_water_requirement,yield_tonnes_per_hectare,risk_score
Hisar,Haryana,29.1995,76.1097,Alluvial,49,59,23,8.0,20,55,32,194,Zaid,Potato,Groundnut,110,Low,2.13,0.325
Mysuru,Karnataka,17.0631,74.5395,Alluvial,68,44,17,7.4,20,50,25,517,Rabi,Fallow,Cotton,207,Low,3.23,0.561
Hisar,Haryana,28.4148,76.1152,Mountain,49,54,34,5.9,20,46,31,239,Zaid,Maize,Rice,118,High,4.43,0.47
Surat,Gujarat,24.2772,72.3285,Black,58,18,39,7.1,20,55,40,389,Zaid,Maize,Groundnut,120,Low,1.83,0.424
Mysuru,Karnataka,17.7716,74.7241,Alluvial,59,40,60,7.0,22,89,36,1137,Kharif,Rice,Maize,90,Medium,4.33,0.338
Bathinda,Punjab,31.6726,75.7957,Loamy,49,53,28,6.3,24,88,29,1244,Kharif,Groundnut,Cauliflower,81,High,20.32,0.3
Hisar,Haryana,28.5003,75.572,Sandy,64,15,52,7.5,20,52,20,284,Rabi,Potato,Brinjal,124,Medium,12.71,0.423
Varanasi,Uttar Pradesh,25.0165,82.3648,Red,30,30,48,6.4,20,65,20,504,Rabi,Brinjal,Chilli,144,Medium,1.8,0.483
Surat,Gujarat,23.0331,70.6584,Alluvial,37,59,40,6.6,20,52,25,402,Rabi,Tomato,Sugarcane,325,Very High,61.32,0.508
Allahabad,Uttar Pradesh,26.3643,82.7341,Black,46,59,64,7.7,42,80,24,1770,Kharif,Maize,Soybean,106,Medium,3.1,0.381
Kozhikode,Kerala,11.9479,74.7296,Alluvial,67,44,53,6.5,32,76,30,1601,Kharif,Groundnut,Onion,145,Medium,18.77,0.453
Kurnool,Andhra Pradesh,15.6578,78.3981,Alluvial,65,11,17,7.3,28,80,38,1424,Kharif,Brinjal,Cotton,175,Low,1.81,0.525
Nizamabad,Telangana,17.6273,77.3129,Black,60,57,57,7.4,20,55,35,376,Zaid,Rice,Groundnut,109,Low,2.58,0.384
Patiala,Punjab,30.5195,74.443,Alluvial,80,38,56,7.8,20,41,21,273,Rabi,Onion,Cauliflower,94,High,19.02,0.344
Cuttack,Odisha,19.1294,83.1818,Sandy,56,22,52,7.7,20,30,37,381,Zaid,Potato,Maize,93,Medium,3.19,0.667
Kurnool,Andhra Pradesh,14.8681,82.2646,Laterite,63,58,53,6.0,34,86,37,1714,Kharif,Fallow,Wheat,124,Medium,3.68,0.295
Meerut,Uttar Pradesh,29.98,83.5647,Clay,80,17,57,7.2,20,37,27,273,Zaid,Sugarcane,Chilli,124,Medium,3.01,0.484
Amritsar,Punjab,30.1676,74.3275,Clay,21,50,53,6.7,34,87,25,1436,Kharif,Mustard,Rice,125,High,5.39,0.388
Kota,Rajasthan,26.347,72.9333,Black,20,34,59,7.8,20,57,12,490,Rabi,Chilli,Groundnut,100,Low,1.69,0.369
Surat,Gujarat,24.1616,70.166,Sandy,68,38,50,8.9,20,53,32,113,Zaid,Onion,Cabbage,86,High,10.65,0.8
Amritsar,Punjab,31.8219,74.7862,Red,65,35,19,6.6,20,47,12,488,Rabi,Soybean,Maize,114,Medium,3.92,0.487
Kolkata,West Bengal,21.6533,87.2958,Sandy,35,16,45,8.8,20,80,30,911,Kharif,Cabbage,Mustard,133,Low,0.67,0.197
Karimnagar,Telangana,17.9132,80.8103,Sandy,27,34,43,8.8,20,54,23,426,Rabi,Maize,Groundnut,91,Low,1.07,0.558
Kozhikode,Kerala,8.7141,77.0353,Alluvial,68,43,44,7.2,20,78,28,912,Kharif,Onion,Tomato,100,Medium,36.26,0.387
Darbhanga,Bihar,27.4552,85.6765,Alluvial,74,30,31,7.1,20,59,36,281,Zaid,Onion,Cotton,189,Low,2.25,0.674
Muzaffarpur,Bihar,25.9309,85.4246,Alluvial,64,19,49,7.9,39,87,27,1992,Kharif,Sugarcane,Rice,117,High,4.7,0.225
Howrah,West Bengal,26.7887,86.9621,Black,71,41,16,7.5,20,35,35,313,Zaid,Cotton,Brinjal,147,Medium,17.13,0.333
Jaipur,Rajasthan,28.7662,75.3154,Alluvial,31,42,38,7.3,20,33,25,209,Zaid,Maize,Chilli,150,Medium,2.43,0.557
Surat,Gujarat,22.013,68.6191,Sandy,25,33,19,8.8,22,91,27,1414,Kharif,Fallow,Brinjal,132,Medium,15.22,0.622
Sambalpur,Odisha,21.7639,86.941,Alluvial,43,39,24,7.3,28,83,27,1414,Kharif,Groundnut,Soybean,103,Medium,4.1,0.556
Aurangabad,Maharashtra,16.5944,72.8837,Alluvial,71,57,58,6.8,20,45,41,306,Zaid,Rice,Potato,96,Medium,26.25,0.624
Aurangabad,Maharashtra,19.3488,73.8009,Alluvial,20,39,17,7.7,21,71,34,1052,Kharif,Rice,Tomato,99,Medium,39.96,0.498
Kurnool,Andhra Pradesh,16.0517,79.8424,Black,33,32,66,7.3,20,68,24,343,Rabi,Wheat,Rice,125,High,5.04,0.234
Berhampur,Odisha,18.8599,81.8832,Black,52,33,18,7.7,20,51,27,285,Rabi,Cabbage,Maize,96,Medium,4.4,0.409
Bhagalpur,Bihar,24.7411,87.5753,Red,34,49,68,5.7,20,45,18,258,Rabi,Cauliflower,Sugarcane,306,Very High,66.71,0.582
Jabalpur,Madhya Pradesh,23.3265,80.958,Sandy,38,11,16,7.8,20,32,40,315,Zaid,Mustard,Brinjal,131,Medium,13.93,0.725
Warangal,Telangana,18.3567,78.0611,Alluvial,38,18,27,7.6,20,57,34,364,Zaid,Soybean,Tomato,90,Medium,22.15,0.608
Faridabad,Haryana,29.1611,76.3302,Loamy,58,50,15,6.2,20,68,18,440,Rabi,Groundnut,Chilli,124,Medium,2.38,0.341
Pune,Maharashtra,17.9172,74.4494,Alluvial,50,40,45,6.8,23,82,28,1153,Kharif,Onion,Brinjal,124,Medium,32.9,0.302
Ludhiana,Punjab,29.5565,74.8577,Alluvial,67,25,48,7.9,22,80,28,1127,Kharif,Cotton,Maize,109,Medium,8.1,0.326
Thiruvananthapuram,Kerala,10.4412,75.8125,Alluvial,31,44,37,6.8,20,67,25,340,Rabi,Tomato,Cotton,154,Low,1.67,0.505
Thiruvananthapuram,Kerala,10.7958,76.4388,Alluvial,40,22,27,7.0,36,71,36,1821,Kharif,Wheat,Potato,106,Medium,18.5,0.426
Patna,Bihar,26.3196,83.832,Red,43,19,20,5.5,20,88,21,825,Kharif,Cabbage,Potato,89,Medium,23.88,0.349
Bengaluru,Karnataka,15.6771,78.4804,Sandy,51,28,51,8.7,20,63,27,234,Rabi,Wheat,Chilli,138,Medium,1.63,0.694
Pune,Maharashtra,18.6291,76.8457,Clay,62,45,34,6.8,20,38,33,168,Zaid,Maize,Rice,146,High,4.93,0.222
Kollam,Kerala,8.6269,75.7266,Clay,77,34,43,6.6,20,61,24,241,Rabi,Cauliflower,Wheat,161,Medium,4.3,0.241
Howrah,West Bengal,25.2951,86.7633,Alluvial,40,59,15,7.3,29,80,30,1482,Kharif,Onion,Cotton,196,Low,2.92,0.401
Karnal,Haryana,29.123,77.4856,Red,46,48,24,5.8,20,38,29,361,Zaid,Fallow,Sugarcane,343,Very High,62.01,0.479
Surat,Gujarat,22.0204,71.0131,Alluvial,35,59,41,7.9,20,49,39,170,Zaid,Cabbage,Tomato,98,Medium,20.63,0.717
Aurangabad,Maharashtra,17.6314,79.692,Red,34,10,15,6.2,20,49,43,322,Zaid,Wheat,Cauliflower,104,High,15.73,0.528
Rourkela,Odisha,17.7978,82.3863,Red,74,43,70,6.7,20,62,21,391,Rabi,Wheat,Maize,117,Medium,5.83,0.344
Gaya,Bihar,25.8154,86.024,Loamy,40,21,44,6.8,20,41,31,379,Zaid,Potato,Wheat,159,Medium,2.5,0.279
Nagpur,Maharashtra,18.7157,78.3785,Mountain,36,33,44,6.3,28,92,34,1416,Kharif,Potato,Tomato,118,Medium,50.01,0.724
Rohtak,Haryana,28.8233,76.7255,Mountain,79,18,52,6.4,20,50,13,264,Rabi,Onion,Tomato,114,Medium,32.34,0.8
Madurai,Tamil Nadu,10.5215,79.6176,Red,72,35,19,5.7,20,43,42,131,Zaid,Groundnut,Maize,95,Medium,2.74,0.479
Patna,Bihar,24.3933,83.7454,Red,72,28,15,6.8,20,54,16,356,Rabi,Rice,Cotton,180,Low,1.33,0.731
Visakhapatnam,Andhra Pradesh,16.3401,79.5678,Red,47,51,16,6.7,20,37,37,148,Zaid,Wheat,Chilli,146,Medium,0.91,0.779
Nagpur,Maharashtra,19.6935,76.8133,Alluvial,50,23,63,7.1,20,62,22,582,Rabi,Potato,Onion,128,Medium,27.82,0.321
Jaipur,Rajasthan,26.0696,76.5359,Alluvial,66,59,17,7.7,20,69,16,566,Rabi,Cabbage,Onion,133,Medium,21.03,0.229
Meerut,Uttar Pradesh,27.8176,82.3624,Alluvial,67,49,57,7.9,20,40,15,286,Rabi,Wheat,Onion,126,Medium,23.56,0.42
Jaipur,Rajasthan,27.5309,71.9103,Sandy,68,12,59,8.9,20,41,34,146,Zaid,Fallow,Cauliflower,95,High,7.58,0.8
Nizamabad,Telangana,16.0582,78.4408,Sandy,34,48,46,8.5,20,51,29,241,Rabi,Chilli,Mustard,130,Low,0.84,0.516
Berhampur,Odisha,21.6515,82.8332,Black,30,26,20,7.5,20,35,40,267,Zaid,Brinjal,Cauliflower,114,High,12.55,0.8
Mumbai,Maharashtra,17.3889,78.1556,Loamy,34,26,65,6.1,20,43,41,201,Zaid,Cotton,Rice,124,High,3.41,0.666
Nellore,Andhra Pradesh,15.7679,81.137,Black,22,60,68,7.9,20,39,40,225,Zaid,Rice,Cabbage,98,High,25.3,0.381
Karnal,Haryana,28.7635,75.8661,Red,58,18,51,6.1,20,55,18,295,Rabi,Sugarcane,Maize,115,Medium,4.68,0.296
Guntur,Andhra Pradesh,15.7187,77.6222,Black,67,31,30,7.7,20,40,41,117,Zaid,Cabbage,Brinjal,137,Medium,20.24,0.528
Karnal,Haryana,29.249,76.6879,Alluvial,79,30,23,8.0,20,51,21,415,Rabi,Cabbage,Maize,110,Medium,4.24,0.413
Nashik,Maharashtra,16.7853,77.664,Alluvial,59,46,21,6.5,24,86,37,1236,Kharif,Fallow,Rice,98,High,5.59,0.148
Thiruvananthapuram,Kerala,10.5741,75.0665,Sandy,39,42,49,7.9,20,39,41,400,Zaid,Wheat,Mustard,105,Low,1.01,0.427
Meerut,Uttar Pradesh,26.8333,82.6997,Loamy,41,30,57,6.5,29,83,22,1475,Kharif,Chilli,Rice,108,High,7.22,0.342
Meerut,Uttar Pradesh,26.0996,77.986,Alluvial,26,37,32,8.0,20,54,12,321,Rabi,Cabbage,Cauliflower,96,High,13.84,0.497
Madurai,Tamil Nadu,12.5919,77.4349,Alluvial,66,26,69,6.9,20,60,37,380,Zaid,Fallow,Cauliflower,111,High,20.96,0.552
Rourkela,Odisha,22.1606,84.3394,Sandy,63,31,35,8.0,25,82,30,1616,Kharif,Rice,Mustard,139,Low,1.28,0.422
Jalandhar,Punjab,29.8251,75.3403,Alluvial,60,11,64,7.7,20,69,13,452,Rabi,Soybean,Cauliflower,107,High,24.82,0.453
Belagavi,Karnataka,14.792,76.8626,Laterite,38,60,24,6.2,20,60,22,227,Rabi,Cauliflower,Mustard,108,Low,1.35,0.347
Gwalior,Madhya Pradesh,25.4949,81.0401,Black,48,25,62,7.6,41,93,26,1743,Kharif,Chilli,Cotton,183,Low,3.61,0.574
Bardhaman,West Bengal,24.2627,87.5975,Alluvial,49,28,67,7.2,20,52,17,290,Rabi,Rice,Onion,129,Medium,20.93,0.347
Warangal,Telangana,18.6822,79.053,Alluvial,30,13,45,7.1,25,89,31,1295,Kharif,Brinjal,Cabbage,116,High,20.4,0.362
Ludhiana,Punjab,31.1085,74.3923,Loamy,24,58,46,7.3,20,48,16,369,Rabi,Cotton,Sugarcane,364,Very High,47.04,0.423
Kochi,Kerala,11.1354,75.3514,Clay,72,58,30,6.5,20,55,37,215,Zaid,Wheat,Rice,99,High,3.38,0.502
Gaya,Bihar,24.3498,84.2898,Sandy,72,37,47,8.0,20,48,32,323,Zaid,Mustard,Cauliflower,86,High,11.7,0.703
Nellore,Andhra Pradesh,15.4305,81.4328,Alluvial,23,43,16,6.8,20,57,26,361,Rabi,Fallow,Soybean,98,Medium,2.94,0.549
Surat,Gujarat,23.4043,70.9437,Alluvial,58,48,47,7.9,25,84,26,1291,Kharif,Groundnut,Cauliflower,97,High,22.63,0.28
Kochi,Kerala,11.3856,76.2781,Red,77,30,29,6.6,20,73,33,1266,Kharif,Mustard,Groundnut,113,Low,3.06,0.344
Coimbatore,Tamil Nadu,10.5138,79.735,Black,22,50,68,8.1,20,54,44,163,Zaid,Chilli,Sugarcane,358,Very High,44.46,0.766
Allahabad,Uttar Pradesh,27.3914,81.5532,Clay,49,37,67,7.2,20,40,36,237,Zaid,Fallow,Rice,143,High,3.05,0.467
Salem,Tamil Nadu,9.1113,77.2842,Sandy,72,11,18,8.7,30,71,35,1880,Kharif,Cotton,Cauliflower,85,High,9.63,0.609
Nashik,Maharashtra,21.8174,76.8315,Sandy,67,51,16,8.1,20,40,18,232,Rabi,Cabbage,Groundnut,117,Low,0.73,0.8
Amritsar,Punjab,29.6174,76.296,Sandy,32,31,20,7.5,20,52,25,215,Zaid,Fallow,Mustard,104,Low,0.68,0.238
Kurnool,Andhra Pradesh,14.4075,78.2173,Loamy,66,35,63,7.3,20,59,28,266,Rabi,Rice,Cauliflower,102,High,17.73,0.369
Guntur,Andhra Pradesh,14.7575,78.9184,Sandy,69,16,42,8.6,20,60,44,279,Zaid,Soybean,Brinjal,120,Medium,8.1,0.65
Ahmedabad,Gujarat,20.9976,72.1511,Sandy,52,10,54,8.0,20,50,36,139,Zaid,Maize,Onion,127,Medium,8.82,0.38
Bathinda,Punjab,30.6993,75.8286,Alluvial,44,11,17,7.1,20,53,18,438,Rabi,Tomato,Brinjal,120,Medium,28.46,0.331
Kollam,Kerala,10.4723,75.6361,Alluvial,70,46,56,7.7,20,44,35,183,Zaid,Groundnut,Maize,82,Medium,2.67,0.328
Howrah,West Bengal,25.7485,86.1316,Sandy,57,41,29,8.8,20,33,34,159,Zaid,Maize,Brinjal,124,Medium,14.56,0.607
Kochi,Kerala,11.709,76.565,Sandy,55,30,28,8.6,20,45,26,466,Rabi,Chilli,Brinjal,143,Medium,19.93,0.393
Thrissur,Kerala,12.4542,75.8312,Red,61,60,63,5.9,26,90,37,1649,Kharif,Sugarcane,Mustard,101,Low,1.46,0.394
Kozhikode,Kerala,9.9315,77.2918,Sandy,54,15,44,7.7,20,91,30,1136,Kharif,Tomato,Cauliflower,85,High,10.92,0.359
Mysuru,Karnataka,14.0492,77.2423,Sandy,45,21,35,8.5,20,40,32,244,Zaid,Potato,Brinjal,148,Medium,9.64,0.536
Howrah,West Bengal,23.9246,87.5374,Alluvial,63,36,47,7.1,20,41,19,549,Rabi,Chilli,Potato,119,Medium,27.18,0.358
Muzaffarpur,Bihar,27.2299,87.6539,Black,36,11,40,8.2,20,38,38,373,Zaid,Sugarcane,Cauliflower,92,High,10.28,0.538
Bhagalpur,Bihar,25.0127,84.703,Black,68,60,41,7.2,25,92,26,1059,Kharif,Sugarcane,Maize,95,Medium,9.19,0.366
Vijayawada,Andhra Pradesh,13.0186,79.6657,Sandy,46,57,68,8.5,27,72,33,1749,Kharif,Tomato,Cabbage,86,High,14.85,0.8
Berhampur,Odisha,18.0297,82.0916,Red,57,54,51,6.3,25,82,37,1566,Kharif,Brinjal,Maize,117,Medium,5.17,0.49
Salem,Tamil Nadu,12.6843,80.4562,Alluvial,80,35,41,7.0,20,54,27,575,Rabi,Soybean,Chilli,150,Medium,2.91,0.334
Thiruvananthapuram,Kerala,12.03,74.6286,Sandy,57,51,29,8.5,20,90,30,1068,Kharif,Cabbage,Cauliflower,100,High,10.22,0.377
Patna,Bihar,25.6723,86.8692,Laterite,52,18,66,4.8,20,93,26,968,Kharif,Soybean,Chilli,142,Medium,1.52,0.485
Cuttack,Odisha,18.4953,84.5547,Alluvial,65,31,66,6.6,20,44,26,433,Rabi,Fallow,Wheat,140,Medium,5.38,0.183
Faridabad,Haryana,29.1105,76.6461,Black,27,41,62,7.7,20,42,25,152,Zaid,Tomato,Sugarcane,304,Very High,75.82,0.54
Bardhaman,West Bengal,22.4791,88.5984,Sandy,33,49,50,8.6,25,75,31,1566,Kharif,Brinjal,Onion,149,Medium,12.35,0.522
Faridabad,Haryana,29.1646,76.5347,Loamy,31,59,23,7.0,20,66,21,228,Rabi,Sugarcane,Wheat,153,Medium,3.68,0.237
Darbhanga,Bihar,24.8968,83.9288,Alluvial,50,32,53,7.9,20,30,39,123,Zaid,Tomato,Soybean,98,Medium,1.78,0.502
Indore,Madhya Pradesh,22.048,81.3265,Mountain,44,18,42,6.5,24,79,34,1241,Kharif,Chilli,Soybean,113,Medium,2.68,0.245
Visakhapatnam,Andhra Pradesh,13.0363,83.0256,Red,80,29,68,6.0,22,77,33,1415,Kharif,Onion,Chilli,140,Medium,3.23,0.61
Durgapur,West Bengal,22.036,86.6559,Clay,69,20,53,7.0,20,46,18,378,Rabi,Chilli,Potato,92,Medium,34.16,0.203
Siliguri,West Bengal,23.204,88.0916,Red,76,42,41,6.4,23,70,33,1444,Kharif,Rice,Chilli,139,Medium,2.99,0.441
Vadodara,Gujarat,20.5815,71.7386,Alluvial,25,59,60,7.7,20,64,20,592,Rabi,Wheat,Onion,137,Medium,28.3,0.304
Gwalior,Madhya Pradesh,22.7664,79.4901,Black,34,44,62,8.0,20,43,30,189,Zaid,Cauliflower,Wheat,176,Medium,2.67,0.434
Sambalpur,Odisha,19.3861,87.0971,Laterite,34,59,41,5.6,35,92,35,1768,Kharif,Chilli,Rice,114,High,5.48,0.3
Salem,Tamil Nadu,8.2022,80.3895,Black,35,52,57,7.2,20,59,19,531,Rabi,Chilli,Maize,116,Medium,6.89,0.28
Kota,Rajasthan,24.8663,75.4156,Alluvial,44,30,51,7.1,20,92,32,1004,Kharif,Sugarcane,Soybean,111,Medium,3.16,0.326
Nizamabad,Telangana,17.1604,80.8899,Alluvial,41,12,33,7.5,20,57,44,129,Zaid,Sugarcane,Cauliflower,95,High,13.94,0.572
Hyderabad,Telangana,17.6593,77.5293,Alluvial,58,29,60,6.8,20,43,45,240,Zaid,Potato,Sugarcane,344,Very High,47.8,0.625
Salem,Tamil Nadu,13.4079,79.016,Alluvial,76,39,15,7.8,33,78,31,1657,Kharif,Wheat,Tomato,113,Medium,31.02,0.403
Vijayawada,Andhra Pradesh,16.5778,82.5689,Alluvial,49,40,49,7.4,31,93,33,1560,Kharif,Chilli,Brinjal,130,Medium,33.93,0.366
Meerut,Uttar Pradesh,30.1242,81.2677,Mountain,80,35,33,5.1,20,68,18,415,Rabi,Groundnut,Chilli,134,Medium,1.34,0.756
Visakhapatnam,Andhra Pradesh,13.5593,79.7224,Mountain,35,46,20,5.5,20,94,35,941,Kharif,Chilli,Rice,98,High,4.28,0.273
Gaya,Bihar,27.4164,86.4874,Sandy,22,18,39,7.6,20,45,19,444,Rabi,Chilli,Brinjal,138,Medium,21.96,0.272
Ahmedabad,Gujarat,21.5624,71.0703,Clay,20,36,67,7.0,20,70,16,421,Rabi,Chilli,Rice,113,High,4.4,0.324
Nellore,Andhra Pradesh,13.163,78.1763,Black,46,17,22,7.9,20,41,27,348,Rabi,Groundnut,Soybean,93,Medium,2.4,0.382
Karimnagar,Telangana,18.2959,77.9307,Alluvial,75,38,52,7.5,20,62,18,483,Rabi,Brinjal,Tomato,91,Medium,51.3,0.593
Udaipur,Rajasthan,24.4806,71.0887,Alluvial,46,31,61,7.5,35,85,32,1780,Kharif,Onion,Sugarcane,326,Very High,85.23,0.417
Patiala,Punjab,31.1369,74.0208,Alluvial,78,52,38,7.5,27,90,20,1399,Kharif,Mustard,Cotton,164,Low,2.3,0.667
Vadodara,Gujarat,22.3956,72.4217,Alluvial,77,55,70,7.9,20,54,32,196,Zaid,Sugarcane,Chilli,124,Medium,1.85,0.358
Udaipur,Rajasthan,29.4341,73.7659,Clay,37,15,48,7.4,20,46,12,580,Rabi,Rice,Potato,119,Medium,25.08,0.237
Jodhpur,Rajasthan,25.1074,70.2276,Sandy,44,60,68,8.3,20,56,11,270,Rabi,Groundnut,Tomato,112,Medium,15.94,0.8
Karnal,Haryana,29.1957,76.3838,Sandy,33,48,46,8.3,20,58,19,204,Rabi,Fallow,Onion,147,Medium,8.98,0.589
Patna,Bihar,24.5252,85.4284,Red,20,40,26,7.0,22,81,27,1396,Kharif,Onion,Cabbage,102,High,30.94,0.267
Salem,Tamil Nadu,11.609,78.0026,Alluvial,72,21,55,7.9,20,46,26,205,Rabi,Rice,Sugarcane,324,Very High,79.85,0.458
Aurangabad,Maharashtra,19.8903,73.6783,Black,77,39,26,7.4,20,61,20,443,Rabi,Cotton,Tomato,101,Medium,29.58,0.465
Thiruvananthapuram,Kerala,11.9791,75.1802,Black,60,34,18,8.0,20,50,26,221,Rabi,Tomato,Cotton,170,Low,2.36,0.45
Kozhikode,Kerala,9.7036,77.309,Mountain,76,20,43,5.4,20,55,37,308,Zaid,Cauliflower,Soybean,98,Medium,1.33,0.8
Khammam,Telangana,18.3554,77.5567,Black,65,37,65,8.0,20,59,21,429,Rabi,Mustard,Maize,117,Medium,6.96,0.385
Cuttack,Odisha,18.9648,85.258,Black,21,41,21,7.1,20,59,28,447,Rabi,Mustard,Chilli,129,Medium,3.28,0.443
Varanasi,Uttar Pradesh,28.7016,77.7284,Alluvial,47,40,34,7.5,20,70,22,913,Kharif,Onion,Tomato,107,Medium,58.14,0.505
Karnal,Haryana,28.4061,76.4623,Black,79,13,42,8.2,20,53,16,278,Rabi,Groundnut,Cabbage,81,High,29.42,0.352
Nagpur,Maharashtra,17.6833,75.3082,Alluvial,31,12,15,7.8,29,76,39,1458,Kharif,Cotton,Potato,110,Medium,25.94,0.401
Bhubaneswar,Odisha,18.5955,86.9908,Sandy,62,39,66,7.7,20,51,29,572,Rabi,Tomato,Cabbage,96,High,25.17,0.426
Sambalpur,Odisha,18.9982,85.0217,Alluvial,29,31,51,7.9,20,57,44,393,Zaid,Sugarcane,Mustard,124,Low,1.48,0.228
Madurai,Tamil Nadu,10.3161,78.6948,Black,66,50,46,8.4,20,44,41,200,Zaid,Groundnut,Maize,88,Medium,2.5,0.61
Rourkela,Odisha,21.8186,81.574,Alluvial,55,25,51,7.6,20,35,32,294,Zaid,Groundnut,Maize,88,Medium,4.16,0.388
Visakhapatnam,Andhra Pradesh,17.7592,77.1704,Alluvial,75,22,69,7.3,31,93,35,1555,Kharif,Mustard,Onion,125,Medium,21.71,0.699
Aurangabad,Maharashtra,17.2849,78.3673,Alluvial,38,34,64,6.8,20,57,39,146,Zaid,Fallow,Cabbage,88,High,14.73,0.704
Karnal,Haryana,28.401,76.9457,Loamy,80,12,64,7.4,20,37,32,349,Zaid,Tomato,Chilli,139,Medium,1.8,0.358
Gaya,Bihar,27.4648,84.0957,Clay,42,18,40,7.4,20,52,34,223,Zaid,Groundnut,Tomato,93,Medium,37.61,0.74
Gaya,Bihar,25.0964,83.5476,Red,26,43,21,5.5,20,37,33,279,Zaid,Sugarcane,Groundnut,98,Low,1.17,0.526
Ujjain,Madhya Pradesh,23.7765,80.8175,Sandy,68,55,43,8.5,20,50,18,539,Rabi,Sugarcane,Soybean,100,Medium,1.53,0.42
Coimbatore,Tamil Nadu,11.2736,80.0261,Sandy,37,36,20,8.6,20,54,22,390,Rabi,Tomato,Cotton,163,Low,0.89,0.4
Nashik,Maharashtra,16.8234,74.0957,Laterite,71,44,65,5.8,30,85,36,1535,Kharif,Fallow,Maize,102,Medium,4.57,0.37
Jalandhar,Punjab,31.1342,75.7319,Alluvial,30,35,58,7.2,20,50,30,160,Zaid,Onion,Wheat,143,Medium,2.25,0.444
Gurugram,Haryana,29.2277,77.3045,Alluvial,58,31,42,6.6,22,72,32,1117,Kharif,Mustard,Brinjal,135,Medium,31.87,0.277
Howrah,West Bengal,25.3223,86.2254,Alluvial,33,39,67,6.5,20,43,14,449,Rabi,Cauliflower,Tomato,96,Medium,33.4,0.642
Patna,Bihar,25.7528,87.8845,Black,24,31,53,7.3,20,54,35,303,Zaid,Chilli,Maize,81,Medium,3.48,0.518
Karimnagar,Telangana,18.2461,80.038,Loamy,53,28,24,6.1,20,42,38,396,Zaid,Groundnut,Cauliflower,89,High,14.94,0.471
Rajkot,Gujarat,20.8985,68.6544,Black,50,17,34,8.5,20,68,22,450,Rabi,Wheat,Maize,96,Medium,5.15,0.333
Rourkela,Odisha,21.0426,85.4317,Black,34,33,39,8.4,20,46,24,462,Rabi,Soybean,Tomato,114,Medium,26.56,0.46
Mumbai,Maharashtra,16.0006,79.023,Sandy,54,10,59,7.9,20,40,27,353,Rabi,Groundnut,Cotton,201,Low,1.62,0.539
Guntur,Andhra Pradesh,17.5124,81.1256,Sandy,60,37,67,8.1,20,48,38,223,Zaid,Cabbage,Cotton,174,Low,1.2,0.8
Gaya,Bihar,25.7202,84.1052,Loamy,56,53,46,7.1,20,48,33,376,Zaid,Tomato,Groundnut,105,Low,2.36,0.377
Tiruchirappalli,Tamil Nadu,10.834,77.3036,Alluvial,50,30,30,8.0,31,77,34,1585,Kharif,Groundnut,Wheat,168,Medium,4.59,0.383
Warangal,Telangana,16.1088,78.6176,Red,26,39,21,6.3,20,71,29,824,Kharif,Cotton,Maize,88,Medium,6.88,0.274
Madurai,Tamil Nadu,10.1067,78.6995,Alluvial,45,19,54,6.8,20,31,45,305,Zaid,Brinjal,Sugarcane,342,Very High,45.83,0.726
Vadodara,Gujarat,22.0175,71.1174,Black,48,24,47,7.7,35,89,34,1494,Kharif,Cauliflower,Soybean,117,Medium,3.85,0.412
Durgapur,West Bengal,21.9023,88.0151,Alluvial,51,31,37,7.6,25,73,35,1280,Kharif,Onion,Sugarcane,336,Very High,60.88,0.289
Muzaffarpur,Bihar,27.2427,84.9972,Black,64,26,47,8.2,39,89,26,1661,Kharif,Brinjal,Soybean,104,Medium,2.25,0.332
Hyderabad,Telangana,17.9602,78.5784,Alluvial,31,44,29,6.6,20,86,30,903,Kharif,Potato,Cabbage,95,High,26.49,0.283
Gurugram,Haryana,28.7779,75.7052,Black,48,29,67,7.3,41,74,31,1730,Kharif,Cabbage,Chilli,148,Medium,3.43,0.436
Lucknow,Uttar Pradesh,26.2237,80.6546,Alluvial,79,58,55,7.2,20,67,10,374,Rabi,Wheat,Cabbage,107,High,26.6,0.397
Aurangabad,Maharashtra,18.2458,75.6074,Mountain,40,26,40,5.7,27,84,37,1384,Kharif,Tomato,Brinjal,134,Medium,27.24,0.609
Hubballi,Karnataka,15.4236,77.0049,Mountain,69,25,29,6.6,35,78,35,1789,Kharif,Cotton,Cabbage,112,High,22.59,0.698
Patna,Bihar,24.1128,86.4709,Alluvial,24,16,53,6.9,20,77,32,899,Kharif,Rice,Wheat,167,Medium,3.56,0.276
Ahmedabad,Gujarat,20.5724,71.6035,Sandy,58,44,36,7.8,22,78,28,1393,Kharif,Brinjal,Tomato,102,Medium,32.27,0.73
Mangaluru,Karnataka,14.2833,76.9756,Alluvial,78,54,19,7.4,20,45,18,372,Rabi,Groundnut,Soybean,107,Medium,1.94,0.474
Sambalpur,Odisha,20.3168,86.6562,Laterite,51,21,49,5.8,20,91,30,998,Kharif,Maize,Chilli,149,Medium,2.31,0.393
Khammam,Telangana,18.3417,77.1026,Red,41,16,33,6.4,20,54,19,573,Rabi,Cauliflower,Chilli,131,Medium,2.52,0.338
Faridabad,Haryana,28.8561,76.8739,Laterite,68,24,28,6.1,20,50,18,356,Rabi,Chilli,Onion,123,Medium,16.63,0.322
